id;sexo;edad;deses16;deses17;deses18;deses19;satis16;satis19
3430;NA;NA;NA;NA;2;2;NA;2
3431;NA;NA;NA;NA;2;1;NA;5
3432;NA;NA;NA;NA;2;2;NA;4
3433;NA;NA;NA;NA;2;2;NA;4
3434;NA;NA;NA;NA;2;1;NA;5
3435;NA;NA;NA;NA;2;4;NA;2
3436;NA;NA;NA;NA;2;2;NA;4
3437;NA;NA;NA;NA;1;1;NA;4
3438;NA;NA;NA;NA;4;4;NA;2
3439;NA;NA;NA;NA;3;5;NA;5
3440;NA;NA;NA;NA;2;2;NA;3
3441;NA;NA;NA;NA;1;1;NA;4
3442;NA;NA;NA;NA;2;2;NA;3
3443;NA;NA;NA;NA;2;2;NA;4
3444;NA;NA;NA;NA;2;2;NA;4
3445;NA;NA;NA;NA;1;2;NA;4
3446;NA;NA;NA;NA;1;NA;NA;NA
3447;NA;NA;NA;NA;3;4;NA;2
3448;NA;NA;NA;NA;1;2;NA;4
3449;NA;NA;NA;NA;4;4;NA;3
3450;NA;NA;NA;NA;2;3;NA;4
3451;NA;NA;NA;NA;1;1;NA;4
3452;NA;NA;NA;NA;1;1;NA;4
3453;NA;NA;NA;NA;2;2;NA;4
3454;NA;NA;NA;NA;1;1;NA;4
3455;NA;NA;NA;NA;2;2;NA;3
3456;NA;NA;NA;NA;2;2;NA;4
3457;NA;NA;NA;NA;1;1;NA;3
3458;NA;NA;NA;NA;2;2;NA;4
3459;NA;NA;NA;NA;2;2;NA;4
3460;NA;NA;NA;NA;2;1;NA;3
3461;NA;NA;NA;NA;2;2;NA;4
3462;NA;NA;NA;NA;2;2;NA;4
3463;NA;NA;NA;NA;2;4;NA;4
3464;NA;NA;NA;NA;2;2;NA;4
3465;NA;NA;NA;NA;1;2;NA;4
3466;NA;NA;NA;NA;1;1;NA;4
3467;NA;NA;NA;NA;1;1;NA;4
3468;NA;NA;NA;NA;4;4;NA;4
3469;NA;NA;NA;NA;2;2;NA;3
3470;NA;NA;NA;NA;2;2;NA;4
3471;NA;NA;NA;NA;1;2;NA;3
3472;NA;NA;NA;NA;2;1;NA;5
3473;NA;NA;NA;NA;1;2;NA;4
3474;NA;NA;NA;NA;1;2;NA;4
3475;NA;NA;NA;NA;5;2;NA;3
3476;NA;NA;NA;NA;2;2;NA;4
3477;NA;NA;NA;NA;2;2;NA;4
3478;NA;NA;NA;NA;1;1;NA;4
3479;NA;NA;NA;NA;1;2;NA;2
3480;NA;NA;NA;NA;1;2;NA;4
3481;NA;NA;NA;NA;1;NA;NA;NA
3482;NA;NA;NA;NA;2;1;NA;4
3483;NA;NA;NA;NA;3;4;NA;2
3484;NA;NA;NA;NA;1;2;NA;4
3485;NA;NA;NA;NA;2;2;NA;2
3486;NA;NA;NA;NA;2;2;NA;2
3487;NA;NA;NA;NA;1;2;NA;4
3488;NA;NA;NA;NA;2;2;NA;4
3489;NA;NA;NA;NA;1;2;NA;4
3490;NA;NA;NA;NA;1;2;NA;4
3491;NA;NA;NA;NA;4;2;NA;3
3492;NA;NA;NA;NA;1;2;NA;3
3493;NA;NA;NA;NA;2;2;NA;4
3494;NA;NA;NA;NA;1;1;NA;5
3495;NA;NA;NA;NA;2;2;NA;4
3496;NA;NA;NA;NA;2;2;NA;4
3497;NA;NA;NA;NA;2;2;NA;4
3498;NA;NA;NA;NA;2;2;NA;4
3499;NA;NA;NA;NA;2;2;NA;5
3500;NA;NA;NA;NA;2;4;NA;4
3501;NA;NA;NA;NA;1;1;NA;4
3502;NA;NA;NA;NA;2;3;NA;4
3503;NA;NA;NA;NA;2;2;NA;2
3504;NA;NA;NA;NA;2;2;NA;2
3505;NA;NA;NA;NA;1;2;NA;4
3506;NA;NA;NA;NA;1;2;NA;3
3507;NA;NA;NA;NA;1;1;NA;4
3508;NA;NA;NA;NA;2;1;NA;4
3509;NA;NA;NA;NA;1;2;NA;4
3510;NA;NA;NA;NA;2;2;NA;4
3511;NA;NA;NA;NA;1;2;NA;5
3512;NA;NA;NA;NA;1;1;NA;4
3513;NA;NA;NA;NA;2;2;NA;4
3514;NA;NA;NA;NA;1;2;NA;4
3515;NA;NA;NA;NA;1;1;NA;4
3516;NA;NA;NA;NA;1;2;NA;4
3517;NA;NA;NA;NA;1;NA;NA;NA
3518;NA;NA;NA;NA;2;2;NA;4
3519;NA;NA;NA;NA;1;2;NA;4
3520;NA;NA;NA;NA;1;2;NA;5
3521;NA;NA;NA;NA;1;1;NA;4
3522;NA;NA;NA;NA;3;2;NA;4
3523;NA;NA;NA;NA;3;2;NA;3
3524;NA;NA;NA;NA;2;4;NA;3
3525;NA;NA;NA;NA;2;4;NA;5
3526;NA;NA;NA;NA;1;1;NA;4
3527;NA;NA;NA;NA;3;2;NA;3
3528;NA;NA;NA;NA;1;1;NA;4
3529;NA;NA;NA;NA;2;4;NA;3
3530;NA;NA;NA;NA;5;3;NA;2
3531;NA;NA;NA;NA;2;NA;NA;NA
3532;NA;NA;NA;NA;2;2;NA;4
3533;NA;NA;NA;NA;1;2;NA;3
3534;NA;NA;NA;NA;3;3;NA;3
3535;NA;NA;NA;NA;2;1;NA;4
3536;NA;NA;NA;NA;2;1;NA;4
3537;NA;NA;NA;NA;3;2;NA;3
3538;NA;NA;NA;NA;1;1;NA;4
3539;NA;NA;NA;NA;2;1;NA;2
3540;NA;NA;NA;NA;1;2;NA;4
3541;NA;NA;NA;NA;1;NA;NA;NA
3542;NA;NA;NA;NA;2;2;NA;4
3543;NA;NA;NA;NA;2;1;NA;4
3544;NA;NA;NA;NA;2;2;NA;4
3545;NA;NA;NA;NA;1;1;NA;4
3546;NA;NA;NA;NA;3;NA;NA;NA
3547;NA;NA;NA;NA;3;NA;NA;NA
3548;NA;NA;NA;NA;1;1;NA;4
3549;NA;NA;NA;NA;1;1;NA;4
3550;NA;NA;NA;NA;1;2;NA;4
3551;NA;NA;NA;NA;2;2;NA;4
3552;NA;NA;NA;NA;2;NA;NA;NA
3553;NA;NA;NA;NA;1;2;NA;4
3554;NA;NA;NA;NA;1;1;NA;4
3555;NA;NA;NA;NA;2;2;NA;4
3556;NA;NA;NA;NA;2;1;NA;4
3557;NA;NA;NA;NA;4;2;NA;4
3558;NA;NA;NA;NA;1;1;NA;4
3559;NA;NA;NA;NA;1;NA;NA;NA
3560;NA;NA;NA;NA;2;2;NA;4
3561;NA;NA;NA;NA;2;2;NA;4
3562;NA;NA;NA;NA;4;2;NA;4
3563;NA;NA;NA;NA;3;3;NA;4
3564;NA;NA;NA;NA;1;2;NA;4
3565;NA;NA;NA;NA;2;1;NA;4
3566;NA;NA;NA;NA;5;2;NA;4
3567;NA;NA;NA;NA;2;2;NA;4
3568;NA;NA;NA;NA;2;2;NA;5
3569;NA;NA;NA;NA;2;2;NA;3
3570;NA;NA;NA;NA;3;2;NA;5
3571;NA;NA;NA;NA;1;2;NA;5
3572;NA;NA;NA;NA;NA;1;NA;3
3573;NA;NA;NA;NA;2;NA;NA;NA
3574;NA;NA;NA;NA;1;NA;NA;NA
3575;NA;NA;NA;NA;2;1;NA;4
3576;NA;NA;NA;NA;2;2;NA;2
3577;NA;NA;NA;NA;2;3;NA;3
3578;NA;NA;NA;NA;2;2;NA;3
3579;NA;NA;NA;NA;2;1;NA;4
3580;NA;NA;NA;NA;1;1;NA;4
3581;NA;NA;NA;NA;3;3;NA;1
3582;NA;NA;NA;NA;4;NA;NA;NA
3583;NA;NA;NA;NA;4;2;NA;2
3584;NA;NA;NA;NA;1;1;NA;4
3585;NA;NA;NA;NA;3;4;NA;3
3586;NA;NA;NA;NA;2;2;NA;2
3587;NA;NA;NA;NA;1;1;NA;2
3588;NA;NA;NA;NA;2;NA;NA;NA
3589;NA;NA;NA;NA;3;2;NA;4
3590;NA;NA;NA;NA;1;1;NA;5
3591;NA;NA;NA;NA;2;1;NA;4
3592;NA;NA;NA;NA;1;1;NA;4
3593;NA;NA;NA;NA;4;1;NA;4
3594;NA;NA;NA;NA;1;1;NA;4
3595;NA;NA;NA;NA;3;1;NA;4
3596;NA;NA;NA;NA;2;1;NA;3
3597;NA;NA;NA;NA;2;1;NA;4
3598;NA;NA;NA;NA;1;NA;NA;NA
3599;NA;NA;NA;NA;3;1;NA;4
3600;NA;NA;NA;NA;2;2;NA;3
3601;NA;NA;NA;NA;1;1;NA;4
3602;NA;NA;NA;NA;1;1;NA;4
3603;NA;NA;NA;NA;1;NA;NA;NA
3604;NA;NA;NA;NA;2;2;NA;5
3605;NA;NA;NA;NA;1;2;NA;5
3606;NA;NA;NA;NA;1;2;NA;4
3607;NA;NA;NA;NA;1;2;NA;4
3608;NA;NA;NA;NA;2;NA;NA;NA
3609;NA;NA;NA;NA;1;1;NA;5
3610;NA;NA;NA;NA;1;2;NA;4
3611;NA;NA;NA;NA;2;2;NA;4
3612;NA;NA;NA;NA;1;1;NA;2
3613;NA;NA;NA;NA;1;1;NA;3
3614;NA;NA;NA;NA;1;1;NA;3
3615;NA;NA;NA;NA;2;2;NA;4
3616;NA;NA;NA;NA;2;2;NA;4
3617;NA;NA;NA;NA;2;2;NA;3
3618;NA;NA;NA;NA;1;2;NA;5
3619;NA;NA;NA;NA;1;1;NA;4
3620;NA;NA;NA;NA;1;NA;NA;NA
3621;NA;NA;NA;NA;2;2;NA;4
3622;NA;NA;NA;NA;4;3;NA;4
3623;NA;NA;NA;NA;2;1;NA;4
3624;NA;NA;NA;NA;2;2;NA;3
3625;NA;NA;NA;NA;2;NA;NA;NA
3626;NA;NA;NA;NA;2;2;NA;4
3627;NA;NA;NA;NA;2;2;NA;2
3628;NA;NA;NA;NA;2;4;NA;4
3629;NA;NA;NA;NA;1;3;NA;5
3630;NA;NA;NA;NA;1;2;NA;4
3631;NA;NA;NA;NA;3;2;NA;2
3632;NA;NA;NA;NA;2;2;NA;3
3633;NA;NA;NA;NA;2;2;NA;4
3634;NA;NA;NA;NA;5;3;NA;4
3635;NA;NA;NA;NA;1;2;NA;4
3636;NA;NA;NA;NA;1;1;NA;5
3637;NA;NA;NA;NA;2;1;NA;4
3638;NA;NA;NA;NA;1;1;NA;4
3639;NA;NA;NA;NA;3;2;NA;2
3640;NA;NA;NA;NA;1;2;NA;4
3641;NA;NA;NA;NA;1;1;NA;3
3642;NA;NA;NA;NA;1;2;NA;5
3643;NA;NA;NA;NA;1;2;NA;3
3644;NA;NA;NA;NA;2;5;NA;3
3645;NA;NA;NA;NA;1;2;NA;3
3646;NA;NA;NA;NA;2;2;NA;3
3647;NA;NA;NA;NA;1;NA;NA;NA
3648;NA;NA;NA;NA;2;1;NA;4
3649;NA;NA;NA;NA;1;2;NA;4
3650;NA;NA;NA;NA;2;2;NA;4
3651;NA;NA;NA;NA;1;1;NA;4
3652;NA;NA;NA;NA;2;2;NA;4
3653;NA;NA;NA;NA;2;2;NA;4
3654;NA;NA;NA;NA;2;1;NA;4
3655;NA;NA;NA;NA;2;2;NA;4
3656;NA;NA;NA;NA;2;NA;NA;NA
3657;NA;NA;NA;NA;1;2;NA;5
3658;NA;NA;NA;NA;1;1;NA;5
3659;NA;NA;NA;NA;2;NA;NA;NA
3660;NA;NA;NA;NA;2;1;NA;4
3661;NA;NA;NA;NA;1;1;NA;3
3662;NA;NA;NA;NA;5;NA;NA;NA
3663;NA;NA;NA;NA;2;3;NA;4
3664;NA;NA;NA;NA;2;3;NA;4
3665;NA;NA;NA;NA;3;3;NA;3
3666;NA;NA;NA;NA;2;1;NA;4
3667;NA;NA;NA;NA;4;4;NA;5
3668;NA;NA;NA;NA;3;2;NA;4
3669;NA;NA;NA;NA;1;NA;NA;NA
3670;NA;NA;NA;NA;2;2;NA;4
3671;NA;NA;NA;NA;1;2;NA;5
3672;NA;NA;NA;NA;1;NA;NA;NA
3673;NA;NA;NA;NA;2;NA;NA;NA
3674;NA;NA;NA;NA;2;2;NA;4
3675;NA;NA;NA;NA;2;2;NA;4
3676;NA;NA;NA;NA;1;2;NA;4
3677;NA;NA;NA;NA;2;2;NA;5
3678;NA;NA;NA;NA;1;1;NA;4
3679;NA;NA;NA;NA;2;NA;NA;NA
3680;NA;NA;NA;NA;2;2;NA;4
3681;NA;NA;NA;NA;1;1;NA;4
3682;NA;NA;NA;NA;2;2;NA;2
3683;NA;NA;NA;NA;2;2;NA;3
3684;NA;NA;NA;NA;1;1;NA;5
3685;NA;NA;NA;NA;1;2;NA;5
3686;NA;NA;NA;NA;2;NA;NA;NA
3687;NA;NA;NA;NA;1;NA;NA;NA
3688;NA;NA;NA;NA;1;2;NA;4
3689;NA;NA;NA;NA;1;1;NA;5
3690;NA;NA;NA;NA;4;2;NA;4
3691;NA;NA;NA;NA;2;2;NA;4
3692;NA;NA;NA;NA;1;1;NA;4
3693;NA;NA;NA;NA;1;2;NA;3
3694;NA;NA;NA;NA;5;2;NA;1
3695;NA;NA;NA;NA;2;2;NA;4
3696;NA;NA;NA;NA;4;2;NA;4
3697;NA;NA;NA;NA;2;2;NA;5
3698;NA;NA;NA;NA;3;3;NA;4
3699;NA;NA;NA;NA;2;1;NA;4
3700;NA;NA;NA;NA;2;2;NA;2
3701;NA;NA;NA;NA;1;NA;NA;NA
3702;NA;NA;NA;NA;2;1;NA;4
3703;NA;NA;NA;NA;2;4;NA;2
3704;NA;NA;NA;NA;2;2;NA;4
3705;NA;NA;NA;NA;2;2;NA;1
3706;NA;NA;NA;NA;2;2;NA;2
3707;NA;NA;NA;NA;4;2;NA;2
3708;NA;NA;NA;NA;2;NA;NA;NA
3709;NA;NA;NA;NA;2;2;NA;4
3710;NA;NA;NA;NA;3;2;NA;3
3711;NA;NA;NA;NA;1;2;NA;4
3712;NA;NA;NA;NA;2;1;NA;2
3713;NA;NA;NA;NA;2;2;NA;1
3714;NA;NA;NA;NA;1;2;NA;3
3715;NA;NA;NA;NA;1;2;NA;5
3716;NA;NA;NA;NA;3;2;NA;2
3717;NA;NA;NA;NA;4;NA;NA;NA
3718;NA;NA;NA;NA;2;NA;NA;NA
3719;NA;NA;NA;NA;1;2;NA;4
3720;NA;NA;NA;NA;4;NA;NA;NA
3721;NA;NA;NA;NA;1;1;NA;5
3722;NA;NA;NA;NA;2;NA;NA;NA
3723;NA;NA;NA;NA;1;2;NA;4
3724;NA;NA;NA;NA;2;3;NA;4
3725;NA;NA;NA;NA;2;2;NA;4
3726;NA;NA;NA;NA;2;1;NA;4
3727;NA;NA;NA;NA;2;2;NA;5
3728;NA;NA;NA;NA;2;2;NA;4
3729;NA;NA;NA;NA;2;2;NA;4
3730;NA;NA;NA;NA;2;2;NA;4
3731;NA;NA;NA;NA;1;1;NA;4
3732;NA;NA;NA;NA;1;5;NA;2
3733;NA;NA;NA;NA;1;2;NA;4
3734;NA;NA;NA;NA;1;3;NA;2
3735;NA;NA;NA;NA;2;2;NA;4
3736;NA;NA;NA;NA;1;2;NA;4
3737;NA;NA;NA;NA;2;2;NA;4
3738;NA;NA;NA;NA;1;NA;NA;NA
3739;NA;NA;NA;NA;1;1;NA;5
3740;NA;NA;NA;NA;2;NA;NA;NA
3741;NA;NA;NA;NA;1;NA;NA;NA
3742;NA;NA;NA;NA;1;2;NA;4
3743;NA;NA;NA;NA;2;2;NA;4
3744;NA;NA;NA;NA;3;NA;NA;NA
3745;NA;NA;NA;NA;1;2;NA;5
3746;NA;NA;NA;NA;2;2;NA;4
3747;NA;NA;NA;NA;1;1;NA;4
3748;NA;NA;NA;NA;2;1;NA;4
3749;NA;NA;NA;NA;2;2;NA;4
3750;NA;NA;NA;NA;2;2;NA;4
3751;NA;NA;NA;NA;2;2;NA;2
3752;NA;NA;NA;NA;2;1;NA;4
3753;NA;NA;NA;NA;2;NA;NA;NA
3754;NA;NA;NA;NA;1;2;NA;4
3755;NA;NA;NA;NA;2;2;NA;4
3756;NA;NA;NA;NA;1;NA;NA;NA
3757;NA;NA;NA;NA;1;2;NA;2
3758;NA;NA;NA;NA;1;2;NA;5
3759;NA;NA;NA;NA;2;NA;NA;NA
3760;NA;NA;NA;NA;2;2;NA;4
3761;NA;NA;NA;NA;1;2;NA;4
3762;NA;NA;NA;NA;2;2;NA;4
3763;NA;NA;NA;NA;1;1;NA;5
3764;NA;NA;NA;NA;2;2;NA;5
3765;NA;NA;NA;NA;2;2;NA;4
3766;NA;NA;NA;NA;2;3;NA;5
3767;NA;NA;NA;NA;2;2;NA;2
3768;NA;NA;NA;NA;2;NA;NA;NA
3769;NA;NA;NA;NA;2;NA;NA;NA
3770;NA;NA;NA;NA;1;1;NA;5
3771;NA;NA;NA;NA;2;1;NA;4
3772;NA;NA;NA;NA;2;2;NA;3
3773;NA;NA;NA;NA;1;2;NA;4
3774;NA;NA;NA;NA;2;NA;NA;NA
3775;NA;NA;NA;NA;1;1;NA;5
3776;NA;NA;NA;NA;1;1;NA;4
3777;NA;NA;NA;NA;1;2;NA;4
3778;NA;NA;NA;NA;2;1;NA;4
3779;NA;NA;NA;NA;1;NA;NA;NA
3780;NA;NA;NA;NA;1;1;NA;5
3781;NA;NA;NA;NA;1;1;NA;2
3782;NA;NA;NA;NA;2;2;NA;4
3783;NA;NA;NA;NA;1;2;NA;5
3784;NA;NA;NA;NA;2;3;NA;3
3785;NA;NA;NA;NA;1;1;NA;5
3786;NA;NA;NA;NA;2;2;NA;4
3787;NA;NA;NA;NA;2;2;NA;4
3788;NA;NA;NA;NA;3;2;NA;4
3789;NA;NA;NA;NA;1;1;NA;5
3790;NA;NA;NA;NA;2;2;NA;3
3791;NA;NA;NA;NA;1;2;NA;4
3792;NA;NA;NA;NA;1;4;NA;4
3793;NA;NA;NA;NA;1;2;NA;4
3794;NA;NA;NA;NA;2;2;NA;5
3795;NA;NA;NA;NA;1;1;NA;2
3796;NA;NA;NA;NA;2;2;NA;2
3797;NA;NA;NA;NA;4;2;NA;4
3798;NA;NA;NA;NA;1;2;NA;4
3799;NA;NA;NA;NA;1;1;NA;4
3800;NA;NA;NA;NA;1;1;NA;3
3801;NA;NA;NA;NA;2;NA;NA;NA
3802;NA;NA;NA;NA;1;1;NA;4
3803;NA;NA;NA;NA;1;1;NA;4
3804;NA;NA;NA;NA;1;NA;NA;NA
3805;NA;NA;NA;NA;2;2;NA;5
3806;NA;NA;NA;NA;1;1;NA;5
3807;NA;NA;NA;NA;2;2;NA;4
3808;NA;NA;NA;NA;2;2;NA;4
3809;NA;NA;NA;NA;2;2;NA;4
3810;NA;NA;NA;NA;2;1;NA;4
3811;NA;NA;NA;NA;3;2;NA;4
3812;NA;NA;NA;NA;2;2;NA;4
3813;NA;NA;NA;NA;2;1;NA;4
3814;NA;NA;NA;NA;2;NA;NA;NA
3815;NA;NA;NA;NA;2;2;NA;4
3816;NA;NA;NA;NA;2;2;NA;2
3817;NA;NA;NA;NA;4;2;NA;4
3818;NA;NA;NA;NA;1;1;NA;2
3819;NA;NA;NA;NA;3;1;NA;4
3820;NA;NA;NA;NA;1;2;NA;4
3821;NA;NA;NA;NA;2;NA;NA;NA
3822;NA;NA;NA;NA;4;NA;NA;NA
3823;NA;NA;NA;NA;2;1;NA;4
3824;NA;NA;NA;NA;3;2;NA;5
3825;NA;NA;NA;NA;1;2;NA;5
3826;NA;NA;NA;NA;3;5;NA;4
3827;NA;NA;NA;NA;1;2;NA;4
3828;NA;NA;NA;NA;2;2;NA;4
3829;NA;NA;NA;NA;4;2;NA;4
3830;NA;NA;NA;NA;1;2;NA;4
3831;NA;NA;NA;NA;1;2;NA;4
3832;NA;NA;NA;NA;2;2;NA;2
3833;NA;NA;NA;NA;1;2;NA;4
3834;NA;NA;NA;NA;2;2;NA;5
3835;NA;NA;NA;NA;1;1;NA;4
3836;NA;NA;NA;NA;1;1;NA;4
3837;NA;NA;NA;NA;1;2;NA;5
3838;NA;NA;NA;NA;2;2;NA;5
3839;NA;NA;NA;NA;3;2;NA;2
3840;NA;NA;NA;NA;2;1;NA;4
3841;NA;NA;NA;NA;1;2;NA;4
3842;NA;NA;NA;NA;2;2;NA;4
3843;NA;NA;NA;NA;2;1;NA;5
3844;NA;NA;NA;NA;1;1;NA;4
3845;NA;NA;NA;NA;1;NA;NA;NA
3846;NA;NA;NA;NA;2;2;NA;4
3847;NA;NA;NA;NA;2;2;NA;4
3848;NA;NA;NA;NA;1;2;NA;5
3849;NA;NA;NA;NA;3;1;NA;3
3850;NA;NA;NA;NA;2;2;NA;4
3851;NA;NA;NA;NA;4;NA;NA;NA
3852;NA;NA;NA;NA;1;1;NA;4
3853;NA;NA;NA;NA;2;4;NA;4
3854;NA;NA;NA;NA;1;1;NA;5
3855;NA;NA;NA;NA;3;1;NA;3
3856;NA;NA;NA;NA;1;1;NA;5
3857;NA;NA;NA;NA;1;1;NA;3
3858;NA;NA;NA;NA;2;1;NA;5
3859;NA;NA;NA;NA;4;1;NA;4
3860;NA;NA;NA;NA;2;2;NA;4
3861;NA;NA;NA;NA;1;2;NA;1
3862;NA;NA;NA;NA;3;2;NA;4
3863;NA;NA;NA;NA;1;1;NA;5
3864;NA;NA;NA;NA;2;1;NA;5
3865;NA;NA;NA;NA;2;2;NA;4
3866;NA;NA;NA;NA;1;1;NA;4
3867;NA;NA;NA;NA;5;2;NA;3
3868;NA;NA;NA;NA;2;2;NA;4
3869;NA;NA;NA;NA;2;1;NA;3
3870;NA;NA;NA;NA;2;1;NA;4
3871;NA;NA;NA;NA;2;2;NA;3
3872;NA;NA;NA;NA;4;1;NA;4
3873;NA;NA;NA;NA;2;2;NA;4
3874;NA;NA;NA;NA;1;1;NA;4
3875;NA;NA;NA;NA;2;1;NA;3
3876;NA;NA;NA;NA;1;2;NA;3
3877;NA;NA;NA;NA;1;1;NA;4
3878;NA;NA;NA;NA;2;1;NA;4
3879;NA;NA;NA;NA;2;1;NA;5
3880;NA;NA;NA;NA;1;1;NA;5
3881;NA;NA;NA;NA;2;1;NA;3
3882;NA;NA;NA;NA;2;2;NA;3
3883;NA;NA;NA;NA;2;2;NA;4
3884;NA;NA;NA;NA;4;1;NA;4
3885;NA;NA;NA;NA;2;1;NA;5
3886;NA;NA;NA;NA;2;2;NA;5
3887;NA;NA;NA;NA;2;NA;NA;NA
3888;NA;NA;NA;NA;2;2;NA;3
3889;NA;NA;NA;NA;1;NA;NA;NA
3890;NA;NA;NA;NA;1;NA;NA;NA
3891;NA;NA;NA;NA;1;NA;NA;NA
3892;NA;NA;NA;NA;1;NA;NA;NA
3893;NA;NA;NA;NA;1;NA;NA;NA
3894;NA;NA;NA;NA;1;NA;NA;NA
3895;NA;NA;NA;NA;1;NA;NA;NA
3896;NA;NA;NA;NA;1;NA;NA;NA
3897;NA;NA;NA;NA;2;NA;NA;NA
3898;NA;NA;NA;NA;1;NA;NA;NA
3899;NA;NA;NA;NA;1;2;NA;4
3900;NA;NA;NA;NA;1;1;NA;4
3901;NA;NA;NA;NA;2;3;NA;2
3902;NA;NA;NA;NA;1;NA;NA;NA
3903;NA;NA;NA;NA;1;NA;NA;NA
3904;NA;NA;NA;NA;1;1;NA;4
3905;NA;NA;NA;NA;1;NA;NA;NA
3906;NA;NA;NA;NA;1;NA;NA;NA
3907;NA;NA;NA;NA;1;2;NA;5
3908;NA;NA;NA;NA;1;NA;NA;NA
3909;NA;NA;NA;NA;1;1;NA;4
3910;NA;NA;NA;NA;1;1;NA;4
3911;NA;NA;NA;NA;1;2;NA;4
3912;NA;NA;NA;NA;1;2;NA;4
3913;NA;NA;NA;NA;1;2;NA;3
3914;NA;NA;NA;NA;1;2;NA;4
3915;NA;NA;NA;NA;2;1;NA;4
3916;NA;NA;NA;NA;1;2;NA;4
3917;NA;NA;NA;NA;4;4;NA;4
3918;NA;NA;NA;NA;1;3;NA;4
3919;NA;NA;NA;NA;1;2;NA;4
3920;NA;NA;NA;NA;2;2;NA;3
3921;NA;NA;NA;NA;2;2;NA;3
3922;NA;NA;NA;NA;2;2;NA;4
3923;NA;NA;NA;NA;3;2;NA;4
3924;NA;NA;NA;NA;1;NA;NA;NA
3925;NA;NA;NA;NA;2;1;NA;4
3926;NA;NA;NA;NA;1;NA;NA;NA
3927;NA;NA;NA;NA;2;2;NA;2
3928;NA;NA;NA;NA;2;2;NA;4
3929;NA;NA;NA;NA;2;NA;NA;NA
3930;NA;NA;NA;NA;1;4;NA;3
3931;NA;NA;NA;NA;1;NA;NA;NA
3932;NA;NA;NA;NA;1;1;NA;4
3933;NA;NA;NA;NA;1;NA;NA;NA
3934;NA;NA;NA;NA;1;1;NA;4
3935;NA;NA;NA;NA;1;4;NA;4
3936;NA;NA;NA;NA;1;NA;NA;NA
3937;NA;NA;NA;NA;1;2;NA;4
3938;NA;NA;NA;NA;1;2;NA;2
3939;NA;NA;NA;NA;1;1;NA;4
3940;NA;NA;NA;NA;2;1;NA;4
3941;NA;NA;NA;NA;1;NA;NA;NA
3942;NA;NA;NA;NA;1;2;NA;4
3943;NA;NA;NA;NA;2;2;NA;4
3944;NA;NA;NA;NA;2;2;NA;4
3945;NA;NA;NA;NA;1;NA;NA;NA
3946;NA;NA;NA;NA;1;2;NA;3
3947;NA;NA;NA;NA;1;1;NA;4
3948;NA;NA;NA;NA;1;NA;NA;NA
3949;NA;NA;NA;NA;1;2;NA;4
3950;NA;NA;NA;NA;1;2;NA;4
3951;NA;NA;NA;NA;2;2;NA;4
3952;NA;NA;NA;NA;1;2;NA;5
3953;NA;NA;NA;NA;2;2;NA;3
3954;NA;NA;NA;NA;1;2;NA;4
3955;NA;NA;NA;NA;2;4;NA;4
3956;NA;NA;NA;NA;1;3;NA;3
3957;NA;NA;NA;NA;1;2;NA;4
3958;NA;NA;NA;NA;1;NA;NA;NA
3959;NA;NA;NA;NA;1;2;NA;4
3960;NA;NA;NA;NA;1;NA;NA;NA
3961;NA;NA;NA;NA;NA;1;NA;3
3962;NA;NA;NA;NA;2;2;NA;3
3963;NA;NA;NA;NA;1;1;NA;4
3964;NA;NA;NA;NA;1;5;NA;3
3965;NA;NA;NA;NA;1;NA;NA;NA
3966;NA;NA;NA;NA;2;1;NA;4
3967;NA;NA;NA;NA;1;2;NA;3
3968;NA;NA;NA;NA;3;2;NA;3
3969;NA;NA;NA;NA;2;NA;NA;NA
3970;NA;NA;NA;NA;1;NA;NA;4
3971;NA;NA;NA;NA;4;4;NA;3
3972;NA;NA;NA;NA;2;NA;NA;NA
3973;NA;NA;NA;NA;2;2;NA;4
3974;NA;NA;NA;NA;3;2;NA;3
3975;NA;NA;NA;NA;1;2;NA;3
3976;NA;NA;NA;NA;2;2;NA;3
3977;NA;NA;NA;NA;2;NA;NA;NA
3978;NA;NA;NA;NA;2;NA;NA;NA
3979;NA;NA;NA;NA;5;5;NA;2
3980;NA;NA;NA;NA;4;3;NA;3
3981;NA;NA;NA;NA;2;2;NA;2
3982;NA;NA;NA;NA;1;2;NA;4
3983;NA;NA;NA;NA;3;4;NA;2
3984;NA;NA;NA;NA;1;NA;NA;NA
3985;NA;NA;NA;NA;1;NA;NA;NA
3986;NA;NA;NA;NA;1;1;NA;4
3987;NA;NA;NA;NA;2;5;NA;2
3988;NA;NA;NA;NA;2;1;NA;4
3989;NA;NA;NA;NA;2;1;NA;4
3990;NA;NA;NA;NA;1;NA;NA;NA
3991;NA;NA;NA;NA;1;2;NA;3
3992;NA;NA;NA;NA;1;2;NA;4
3993;NA;NA;NA;NA;2;1;NA;4
3994;NA;NA;NA;NA;4;2;NA;3
3995;NA;NA;NA;NA;1;2;NA;2
3996;NA;NA;NA;NA;3;2;NA;4
3997;NA;NA;NA;NA;1;NA;NA;NA
3998;NA;NA;NA;NA;2;2;NA;2
3999;NA;NA;NA;NA;1;2;NA;4
4000;NA;NA;NA;NA;1;2;NA;5
4001;NA;NA;NA;NA;1;1;NA;4
4002;NA;NA;NA;NA;2;2;NA;5
4003;NA;NA;NA;NA;2;2;NA;3
